label,output,weight_sum_0,weight_sum_1,weight_sum_2,weight_sum_3,weight_sum_4,weight_sum_5,cluster_count_0,cluster_count_1,cluster_count_2,cluster_count_3,cluster_count_4,cluster_count_5,cluster_soft_count_0,cluster_soft_count_1,cluster_soft_count_2,cluster_soft_count_3,cluster_soft_count_4,cluster_soft_count_5,grad_cam_pp_count,intersection_count_grad_cam_pp_0,union_count_grad_cam_pp_0,intersection_soft_count_grad_cam_pp_0,union_soft_count_grad_cam_pp_0,correlation_grad_cam_pp_0,intersection_count_grad_cam_pp_1,union_count_grad_cam_pp_1,intersection_soft_count_grad_cam_pp_1,union_soft_count_grad_cam_pp_1,correlation_grad_cam_pp_1,intersection_count_grad_cam_pp_2,union_count_grad_cam_pp_2,intersection_soft_count_grad_cam_pp_2,union_soft_count_grad_cam_pp_2,correlation_grad_cam_pp_2,intersection_count_grad_cam_pp_3,union_count_grad_cam_pp_3,intersection_soft_count_grad_cam_pp_3,union_soft_count_grad_cam_pp_3,correlation_grad_cam_pp_3,intersection_count_grad_cam_pp_4,union_count_grad_cam_pp_4,intersection_soft_count_grad_cam_pp_4,union_soft_count_grad_cam_pp_4,correlation_grad_cam_pp_4,intersection_count_grad_cam_pp_5,union_count_grad_cam_pp_5,intersection_soft_count_grad_cam_pp_5,union_soft_count_grad_cam_pp_5,correlation_grad_cam_pp_5,grad_cam_count,intersection_count_grad_cam_0,union_count_grad_cam_0,intersection_soft_count_grad_cam_0,union_soft_count_grad_cam_0,correlation_grad_cam_0,intersection_count_grad_cam_1,union_count_grad_cam_1,intersection_soft_count_grad_cam_1,union_soft_count_grad_cam_1,correlation_grad_cam_1,intersection_count_grad_cam_2,union_count_grad_cam_2,intersection_soft_count_grad_cam_2,union_soft_count_grad_cam_2,correlation_grad_cam_2,intersection_count_grad_cam_3,union_count_grad_cam_3,intersection_soft_count_grad_cam_3,union_soft_count_grad_cam_3,correlation_grad_cam_3,intersection_count_grad_cam_4,union_count_grad_cam_4,intersection_soft_count_grad_cam_4,union_soft_count_grad_cam_4,correlation_grad_cam_4,intersection_count_grad_cam_5,union_count_grad_cam_5,intersection_soft_count_grad_cam_5,union_soft_count_grad_cam_5,correlation_grad_cam_5
0.0,-3.613689422607422,0.05862412601709366,1.0721895694732666,0.0887753814458847,0.9245684742927551,0.7487977743148804,26.831802368164062,437,61,54,37,17,418,99,115,187,106,241,584,124,2,561,13,223,-0.03368640879981722,54,185,98,239,0.8465271133293832,0,178,23,311,-0.022432957695401826,27,161,72,230,0.8666886248486744,15,141,40,365,0.840316707433158,26,542,107,708,-0.06831507895027199,103,2,540,11,202,-0.03315876933481263,54,164,89,218,0.8722061439819865,0,157,22,290,-0.019871399552551437,23,140,65,209,0.8644483420165685,15,120,33,344,0.8173869569388088,9,521,86,687,-0.07122808088723448
0.0,-4.0978827476501465,26.477602005004883,0.7142229676246643,24.589433670043945,0.5343406200408936,0.3554645776748657,6.1225433349609375,497,19,268,2,9,229,532,61,544,170,158,370,64,10,561,25,596,-0.052809401204309006,17,83,39,125,0.9486588410649787,10,332,37,608,-0.05403727880916495,2,66,24,234,0.9452357209753875,8,73,29,222,0.5918970169141997,17,293,40,434,-0.021603222188485663,37,4,534,11,569,-0.05070019466171273,17,56,31,98,0.9470186264590869,3,305,22,581,-0.051783984320204715,2,39,12,207,0.9479651987904641,8,46,20,195,0.5954080559071511,3,266,19,407,-0.023778627068047488
0.0,-2.177513360977173,23.33594512939453,0.2686786949634552,24.386577606201172,0.08249983191490173,0.49538007378578186,3.1600983142852783,366,63,458,3,43,91,689,158,791,439,138,347,177,39,543,63,866,-0.09157500237181546,61,240,126,335,0.6198603830964713,25,635,138,968,-0.11887949260533855,0,180,36,616,0.23961236973518682,41,220,84,315,0.6033163150234674,11,268,102,524,-0.043906124139183246,147,21,513,40,836,-0.09696626541994206,61,210,111,305,0.5665387694375982,15,605,112,938,-0.12435094340638736,0,150,21,586,0.192289245674037,41,190,75,285,0.5706743361197244,9,238,98,494,-0.046326623214706174
0.0,-5.0561137199401855,21.149362564086914,0.6976790428161621,39.733760833740234,0.1616920530796051,0.8737925291061401,11.786972999572754,193,59,580,13,31,148,572,213,777,337,177,414,175,7,368,52,747,-0.10820145971793771,57,234,147,388,0.8470775108470897,40,755,96,952,-0.18128265993054096,4,188,24,512,0.01765396257111765,29,206,95,352,0.7284385979026416,38,323,128,589,-0.01985262933885791,110,5,303,23,682,-0.09876828375260595,55,169,101,323,0.8120639296105855,13,690,64,887,-0.16650981933218287,4,123,13,447,0.003471491216236876,26,141,65,287,0.6691560090822197,7,258,87,524,-0.05138496618914864
0.0,-6.9444756507873535,117.39701080322266,0.09484037756919861,71.22586059570312,0.09941668808460236,0.03615231066942215,7.046611785888672,548,10,457,2,0,7,897,71,837,224,62,378,16,4,564,13,913,-0.054968019969715384,3,26,14,87,0.8875093553207946,7,473,16,853,-0.0575466765463401,2,18,8,240,0.9831934260480624,0,16,8,78,0.9365247084495466,0,23,13,394,-0.026216470068216688,5,0,553,2,902,-0.04681432668584185,3,15,5,76,0.8589601561464744,0,462,5,842,-0.051870472822959555,2,7,3,229,0.9838289498131977,0,5,4,67,0.9575732995778358,0,12,3,383,-0.023189756851988628
0.0,-7.2844624519348145,124.01508331298828,0.3156886398792267,72.2918472290039,0.10545935481786728,0.0433415062725544,6.877465724945068,507,9,502,1,0,5,887,54,858,331,79,432,18,1,525,9,905,-0.0748575307632649,9,27,18,72,0.9729888177463696,6,520,18,876,-0.0888823411478864,1,19,9,349,0.9306674349665178,0,18,6,97,0.7872879362426949,1,23,13,450,-0.036855060004542306,11,1,518,3,898,-0.06972701856032158,8,20,11,65,0.9697819260597917,0,513,11,869,-0.08391918920469464,1,12,7,342,0.9257433313012464,0,11,4,90,0.7851783141863231,1,16,9,443,-0.03401623276953145
0.0,-7.292173385620117,63.715423583984375,0.5547873973846436,31.856647491455078,1.003039002418518,0.46238791942596436,18.698379516601562,345,40,244,25,14,356,660,167,565,211,170,536,191,12,536,58,851,-0.10963971549792167,34,231,128,358,0.8500571104096889,15,435,57,756,-0.12263618375559644,25,216,73,402,0.7694070228940704,14,205,88,361,0.8062982797747592,91,547,151,727,-0.035719159848533556,96,6,441,31,756,-0.0887900929416236,33,136,75,263,0.8546801041949642,1,340,30,661,-0.09849437764252959,25,121,42,307,0.760382652354863,12,110,39,266,0.8167002983942413,19,452,65,632,-0.05827550723296885
0.0,-1.7939776182174683,12.171676635742188,0.6340456008911133,21.023828506469727,0.7565074563026428,0.11888036131858826,5.24285888671875,236,107,412,41,7,221,542,259,789,426,86,459,274,38,510,102,816,-0.1040455259729072,106,381,220,533,0.7459249535891717,60,686,172,1063,-0.1482077590178318,40,315,101,700,0.43685024658802046,7,281,48,360,0.5074960827841594,23,495,159,733,-0.07276660841103097,184,16,420,42,726,-0.10239190474978466,103,291,154,443,0.6773827343151894,16,596,99,973,-0.14547794694659053,38,225,66,610,0.4105505513174124,7,191,32,270,0.4594727914205076,4,405,129,643,-0.08622891586638787
0.0,-9.669861793518066,36.63615798950195,1.822418212890625,19.281726837158203,0.4283491373062134,0.4148683547973633,60.94718933105469,277,58,194,11,8,476,561,158,486,176,177,713,154,4,431,26,715,-0.06745055816095996,57,212,122,312,0.9796595698588525,12,348,52,640,-0.06886949841602188,7,165,49,330,0.3073346605278484,7,162,59,331,0.30520527093006006,67,630,141,867,-0.049642942597838566,88,1,365,12,649,-0.058089042607516024,56,146,80,246,0.9676780552198883,3,282,35,574,-0.05955740191405875,7,99,21,264,0.27165015752699423,5,96,30,265,0.2651461803288658,16,564,81,801,-0.05996226767153952
0.0,-3.4307031631469727,2.6721713542938232,0.09742261469364166,9.880393981933594,0.10898549109697342,0.22754117846488953,11.556413650512695,293,35,229,8,32,427,370,102,636,248,132,630,93,2,386,23,463,-0.05686385326963393,35,128,75,195,0.8164260113667584,15,322,75,729,-0.06584073401927537,7,101,17,341,0.1280622268045497,30,125,36,225,0.8649096710687685,4,520,70,723,-0.08575918921504834,91,0,384,21,461,-0.05904969278496041,35,126,74,193,0.7799638614412586,15,320,74,727,-0.06789453636735025,7,99,16,339,0.10969777043722227,30,123,36,223,0.8815272367866552,4,518,68,721,-0.08849538571627298
0.0,-6.105642795562744,46.24433517456055,0.15677510201931,40.2446403503418,0.04929165542125702,0.10180416703224182,6.344963550567627,331,43,594,4,14,38,700,179,843,290,176,494,56,4,387,14,756,-0.08005373077131364,30,99,48,235,0.5495719560386997,5,650,44,899,-0.09259837087334731,1,60,9,346,0.08494447824609885,14,70,24,232,0.8705955179467848,2,94,46,550,-0.06062013320071109,50,2,381,9,750,-0.07809663364501886,30,93,44,229,0.524609394297053,1,644,38,893,-0.0905013099392058,1,54,8,340,0.05714447564656414,14,64,21,226,0.8719589074524199,2,88,43,544,-0.05912021318628461
0.0,-6.30059289932251,13.535650253295898,0.0033311129081994295,12.21219539642334,0.03293755650520325,0.004387511406093836,5.291333198547363,426,8,321,3,1,265,431,77,557,213,154,437,10,3,436,5,441,-0.010303125469854266,0,18,7,87,0.09625221650141681,4,331,10,567,0.0020292275918351063,2,13,5,223,0.7304206926624895,1,11,5,164,0.8727058626005119,0,275,6,447,-0.018392793034194815,3,1,429,1,434,-0.013822972266708774,0,11,3,80,0.05279648081445341,0,324,3,560,-0.01940180218251089,1,6,1,216,0.5093173447495334,1,4,2,157,0.4791813899812899,0,268,2,440,-0.013914223840040759
1.0,4.678482532501221,14.789361953735352,40.4728889465332,5.067418098449707,4.267380714416504,8.891968727111816,1.7468618154525757,179,531,86,20,92,116,356,747,301,210,437,589,743,45,922,162,1099,-0.1956599395177723,526,1274,723,1490,0.8809401792041829,24,829,151,1044,-0.18427091629078746,20,763,163,953,0.49166418601779166,80,835,348,1180,0.46186132331762386,48,859,459,1332,-0.18479793150994475,644,9,823,103,1000,-0.19919745934362368,515,1175,634,1391,0.9467180092893505,6,730,96,945,-0.18803350334064617,20,664,146,854,0.4193602802648267,78,736,307,1081,0.4296165620801561,16,760,405,1233,-0.19103542674289903
0.0,-7.078074932098389,65.15058898925781,7.663550059078261e-05,20.532527923583984,0.007539490703493357,0.003506437176838517,8.474051475524902,741,0,172,0,1,110,677,12,464,197,98,420,5,1,746,3,682,-0.0367142134791398,0,5,1,17,0.7463785767431024,1,177,4,469,-0.020758518385878034,0,5,2,202,0.20575634690250863,1,6,2,103,0.7458025504729455,2,115,3,425,-0.01876087410359676,1,0,742,0,678,-0.02150921666810635,0,1,1,13,0.997614616400725,0,173,1,465,-0.015396416960476535,0,1,0,198,-0.009124924420409432,1,2,1,99,0.7088386858162422,0,111,1,421,-0.012596982279340349
0.0,-9.339455604553223,111.64851379394531,0.25447791814804077,29.061059951782227,0.7868102788925171,0.647700846195221,18.14798927307129,611,37,223,15,15,123,850,118,597,290,123,479,103,21,714,45,953,-0.11332872458614546,21,140,77,221,0.19410773981928003,12,326,47,700,-0.08347587330993433,12,118,48,393,0.7679135552911541,11,118,52,226,0.8755740463098445,26,226,73,582,-0.0454458755455977,48,1,659,12,898,-0.09345677469377131,19,85,36,166,0.11288970689165792,4,271,17,645,-0.07373343112062866,11,63,25,338,0.7621466092475508,11,63,28,171,0.8855870555510469,2,171,38,527,-0.04824435749583656
0.0,-4.979435443878174,102.26001739501953,0.8567830324172974,27.520692825317383,0.07389597594738007,0.6050541996955872,13.128067016601562,590,22,267,0,16,129,891,114,647,258,163,438,110,13,700,46,1001,-0.13383542807343057,22,132,90,224,0.9105019163219928,10,377,33,757,-0.11202111250967912,0,110,17,368,0.042739634284307035,16,126,70,273,0.5487131823556674,49,239,82,548,-0.028440682507715646,53,5,643,16,944,-0.12036141122873636,22,75,51,167,0.9174240740240089,2,320,14,700,-0.10184943202754965,0,53,3,311,0.0206828564932494,16,69,34,216,0.5350111469383683,8,182,36,491,-0.0454573499676973
0.0,6.508978366851807,21.67531967163086,19.754711151123047,18.11449432373047,1.7361602783203125,4.360836982727051,0.9564213752746582,260,241,451,6,43,23,564,422,760,267,169,302,410,38,670,96,974,-0.1557730483854682,238,651,377,832,0.9363873273579075,87,861,214,1170,-0.18684999125501617,4,416,88,677,0.6041743809080513,38,453,154,579,0.5206202410446957,5,433,218,712,-0.03348884993743003,350,12,610,53,914,-0.15526008031730745,238,591,338,772,0.9568778529558628,58,801,166,1110,-0.18589627395682157,4,356,70,617,0.591307197780605,37,393,144,519,0.49768618281717886,1,373,210,652,-0.03301142187083523
0.0,-6.320736885070801,160.15040588378906,2.319049835205078,11.75308609008789,2.69630765914917,1.6804372072219849,42.24032211303711,579,59,60,36,19,271,669,158,284,212,196,799,194,9,773,28,863,-0.21224109437758068,57,253,145,352,0.7397282680843221,7,254,20,478,-0.11225542506235461,36,230,106,406,0.6214807622568366,18,213,94,390,0.7233672517452929,67,465,174,993,-0.1536735718836578,136,3,715,13,805,-0.20868072092565138,57,195,112,294,0.7839094627937182,2,196,11,420,-0.11059173649715122,36,172,83,348,0.6795601874208448,18,155,60,332,0.6394119963985075,20,407,119,935,-0.15597497474651018
0.0,-3.3163115978240967,6.887636661529541,0.1256522536277771,3.91593599319458,0.02479546144604683,0.225397527217865,5.558201313018799,402,48,275,8,25,266,476,128,588,309,157,524,135,9,537,41,611,-0.0379237352836288,48,183,106,263,0.7903793911069315,30,410,114,723,-0.06052021732520753,6,143,16,444,0.11874950709046553,25,160,56,292,0.852493558215261,17,401,100,659,-0.04277248073055409,111,3,513,23,587,-0.04576992669242732,48,159,98,239,0.7202261777962545,22,386,93,699,-0.07009148511629876,6,119,8,420,0.10901562974447808,25,136,40,268,0.7868856995086246,7,377,87,635,-0.057991425763138246
0.0,4.325403213500977,3.517784833908081,24.693599700927734,3.6396777629852295,6.70169734954834,13.442831039428711,16.908828735351562,477,98,86,40,20,303,233,182,228,225,226,449,239,7,716,36,472,-0.060328479572756055,98,337,175,421,0.9163576115995159,3,325,28,467,-0.05185416128680719,40,279,143,464,0.7160908706360836,19,259,148,465,0.9078064443514559,72,542,158,688,-0.0842598328262276,162,0,639,12,395,-0.058768773533477675,98,260,138,344,0.9272357448727405,2,248,11,390,-0.050390947665132114,34,202,90,387,0.7053045914486827,18,182,116,388,0.9124311924204793,10,465,83,611,-0.08815952342969705
0.0,-2.563192129135132,6.524530410766602,0.021598724648356438,2.3740487098693848,0.022402139380574226,0.09956257045269012,8.224067687988281,305,74,192,0,48,405,583,155,663,342,168,680,182,12,487,37,765,-0.07839968714486936,74,256,145,337,0.2531335521472471,26,374,162,845,-0.10234746173281609,0,182,12,524,-0.052318947740479134,45,230,69,350,0.8116798946282802,25,587,136,862,-0.10662504232480746,169,9,474,27,752,-0.09121067604185143,74,243,139,324,0.19142183754809824,23,361,153,832,-0.12074764657727038,0,169,7,511,-0.09338758264229154,45,217,68,337,0.7170861201978428,18,574,128,849,-0.1260771598944202
0.0,-3.4558985233306885,7.293578147888184,0.046601973474025726,5.5430779457092285,0.059243835508823395,0.03655826672911644,8.101635932922363,403,24,303,0,6,288,690,38,837,604,135,587,44,2,447,8,734,-0.06320527441537907,24,68,37,82,0.9236844399295822,1,347,38,881,-0.08572705257646024,0,44,1,648,-0.09014655671033374,6,50,13,179,0.8247038233136281,11,332,39,631,-0.03344230184417405,39,0,442,4,729,-0.06619102898093543,24,63,35,77,0.9011201165543793,0,342,34,876,-0.08988392825342564,0,39,0,643,-0.09434553136955393,5,45,12,174,0.7924544540253748,10,327,37,626,-0.035593285157057494
0.0,-1.0750070810317993,0.1420644223690033,6.32249066256918e-05,2.5933432579040527,0.003032916458323598,0.0003704804112203419,0.7387382388114929,545,0,244,0,0,235,171,45,465,200,200,485,1,0,546,0,172,-0.008558124122424843,0,1,0,46,-0.005523583665705984,0,245,1,466,0.03068870031684765,0,1,0,201,-0.008376529723572999,0,1,0,201,-0.009583761158551326,1,236,1,486,0.1916152861332593,0,0,545,0,171,,0,0,0,45,,0,244,0,465,,0,0,0,200,,0,0,0,200,,0,235,0,485,
0.0,-3.814943313598633,4.31273078918457,0.0003990081313531846,7.008736610412598,0.06261010468006134,0.000751446292269975,7.2559685707092285,188,3,571,1,0,261,785,10,929,739,103,534,12,0,200,3,797,-0.05149123531647631,3,15,10,22,0.6954308026995594,5,583,11,941,-0.05063377998736852,1,13,3,751,0.23858705120826798,0,12,1,115,-0.0042814026266600755,3,273,6,546,-0.022834852169643004,9,0,197,1,794,-0.04907148369435038,3,12,9,19,0.649071176089499,3,580,9,938,-0.048608876569163684,1,10,1,748,0.21174134760618968,0,9,0,112,-0.004510167448031077,2,270,5,543,-0.021675109262536005
0.0,-3.560479164123535,11.769486427307129,0.003663643030449748,23.43090057373047,0.02382085658609867,0.003927803132683039,1.7730934619903564,259,27,683,0,0,55,582,82,886,460,65,261,98,19,357,42,680,-0.07804705013865194,27,125,77,180,0.27599780037630073,44,781,86,984,-0.14474147251787317,0,98,18,558,-0.13302129145924008,0,98,8,163,0.2471586100613207,8,153,42,359,-0.0596742184728722,61,8,320,13,643,-0.07047689466959059,26,88,56,143,0.14504766848586675,21,744,55,947,-0.12472046486947655,0,61,7,521,-0.10200198132579363,0,61,2,126,-0.008434949750922382,6,116,37,322,-0.048567743455570744
0.0,-6.195200443267822,7.872928619384766,0.0157982986420393,13.68913459777832,0.04118446260690689,0.010503435507416725,25.05170249938965,175,4,407,0,4,434,715,16,854,544,156,678,16,0,191,9,731,-0.04281754988022395,2,20,5,32,0.9050517060147437,5,423,16,870,-0.03311303488724359,0,16,3,560,0.5599459451342181,4,20,12,172,0.26614070266309586,5,450,12,694,-0.020122350842624103,7,0,182,4,722,-0.035767530251128006,2,11,2,23,0.8989127996625114,0,414,7,861,-0.028956934229003032,0,7,2,551,0.563315185930039,4,11,5,163,0.2635418007868066,1,441,6,685,-0.025993280179628934
0.0,-1.654255747795105,0.1762923300266266,0.12306171655654907,4.869087219238281,0.15442146360874176,0.00036459407419897616,3.3923373222351074,216,13,518,7,0,270,286,49,775,536,188,693,56,0,272,50,342,0.3543076815544231,13,69,49,105,0.868614626151693,33,574,56,831,0.048514408384144656,7,63,31,592,0.8122489647555143,0,56,0,244,-0.06384352679825232,3,326,5,749,-0.07032364674588978,43,0,259,41,329,0.36777251356688123,12,56,40,92,0.9057244294254969,25,561,43,818,0.034776179391282684,6,50,22,579,0.7474759246924995,0,43,0,231,-0.05819098653910315,0,313,0,736,-0.06798007154409194
0.0,-5.189897060394287,27.59737205505371,0.0026963117998093367,26.55165672302246,0.0194785725325346,0.00037016996066085994,0.9034363627433777,302,38,677,0,0,7,725,114,939,474,43,222,2,0,304,2,727,-0.017470798523566426,0,40,1,116,0.061221267115484895,2,679,2,941,-0.01671870606986937,0,2,1,476,0.1956158763887306,0,2,0,45,-0.006855728837335319,0,9,0,224,-0.010551575968932012,0,0,302,0,725,,0,38,0,114,,0,677,0,939,,0,0,0,474,,0,0,0,43,,0,7,0,222,
0.0,-5.140049457550049,10.500819206237793,2.905226230621338,6.134231090545654,1.2374714612960815,0.8311110138893127,21.529970169067383,323,106,98,26,30,441,296,186,405,188,224,662,220,6,543,31,516,-0.06009471978847802,106,326,175,406,0.9454958421161596,9,318,58,625,-0.06373577455661923,21,246,92,408,0.8081779462476295,23,250,78,444,0.289302262313957,55,661,192,882,-0.06640389076519441,159,1,482,14,455,-0.055172028334097276,106,265,146,345,0.9308763869431613,5,257,44,564,-0.05851078398428548,20,185,70,347,0.7825745760839198,19,189,43,383,0.20394135821403125,8,600,140,821,-0.07545402158074407
0.0,-2.6305043697357178,13.71872329711914,0.7808366417884827,24.170808792114258,0.7956058382987976,0.5913646817207336,2.3263332843780518,456,41,322,32,25,148,443,98,516,235,148,357,94,2,550,25,537,-0.06736214495858661,31,135,69,192,0.8919725427834324,2,416,24,610,-0.07803339409384041,27,126,56,329,0.7773387630959442,24,119,40,242,0.5536691156925949,8,242,54,451,-0.01346700068569604,87,2,543,20,530,-0.06587939015207672,31,128,62,185,0.9032881934389623,1,409,19,603,-0.07630854476097099,27,119,53,322,0.7997822824406661,24,112,35,235,0.5057986801051737,2,235,47,444,-0.023957926647425836
0.0,-7.709160804748535,116.8792724609375,0.0009299492812715471,37.892173767089844,0.044279441237449646,0.000518732238560915,3.6348791122436523,582,1,279,1,0,161,662,13,707,290,105,419,10,5,592,7,672,-0.0486424776827423,1,11,2,23,0.06612233283737992,0,289,9,717,-0.051324828929601975,1,11,8,300,0.9946422739767649,0,10,0,115,-0.01117889880520033,3,171,8,429,0.004616166160275614,2,1,584,2,664,-0.02214385062558271,0,3,0,15,-0.0012438240296106385,0,281,2,709,-0.020162505440565904,1,3,2,292,0.4001007882808437,0,2,0,107,-0.004408587144348184,0,163,2,421,-0.013696312211339297
0.0,-7.441599369049072,57.288692474365234,0.033561017364263535,35.67668151855469,0.022876303642988205,0.22009168565273285,2.6913883686065674,645,0,244,0,5,130,544,9,592,259,121,318,9,4,654,9,553,-0.03280197644184924,0,9,5,18,0.7998362204221221,0,253,6,601,-0.03832823956602214,0,9,2,268,-0.00853998357437899,5,14,8,130,0.8533556826967094,0,139,3,327,-0.021316071937169064,4,0,649,4,548,-0.030396623429801258,0,4,3,13,0.8135611245330144,0,248,2,596,-0.03141496137525142,0,4,0,263,-0.007479395302453137,4,9,4,125,0.7678815183663555,0,134,1,322,-0.01680975379564448
0.0,-0.5603376626968384,5.461953163146973,8.560855865478516,11.342103004455566,5.614211559295654,2.215505838394165,12.596503257751465,241,144,259,78,18,284,411,273,470,378,234,594,299,12,540,51,710,-0.11017789553849516,141,443,246,572,0.8862713360127698,8,558,55,769,-0.1329835505810892,76,377,224,677,0.8354124284949994,17,317,98,533,0.5217005364548889,45,583,228,893,-0.07073317754397733,243,4,484,32,654,-0.10703038625020339,140,387,218,516,0.8601070550602956,0,502,36,713,-0.12897548674512732,75,321,190,621,0.8757525184710611,17,261,75,477,0.48973027194300695,7,527,181,837,-0.07838322617073569
0.0,-2.3701210021972656,1.1201304197311401,0.005435145925730467,3.738321542739868,0.0043778372928500175,0.04174087196588516,7.084990978240967,474,30,230,0,7,283,225,61,498,140,127,422,67,1,541,14,292,-0.018763019750790526,30,97,60,128,0.39150934830163603,26,297,64,565,-0.03464458250673815,0,67,2,207,-0.033542754869939545,7,74,10,194,0.930599610233831,3,350,45,489,-0.030622204573956653,58,1,532,7,283,-0.021609512527078916,30,88,57,119,0.3685515523526742,20,288,55,556,-0.04000955148281636,0,58,0,198,-0.03777206365504674,7,65,9,185,0.8882462904628557,0,341,39,480,-0.037293132322779
0.0,-3.804391384124756,2.977883815765381,0.2984381318092346,22.831430435180664,0.05961819365620613,0.7425139546394348,8.062865257263184,85,87,686,1,26,139,403,233,882,275,144,451,93,1,178,26,496,-0.04282307462631257,20,180,54,326,0.6748754999797522,18,779,53,975,-0.09878914875353503,0,94,23,368,0.38693753472465364,25,119,71,237,0.8159905675125985,29,232,73,544,0.10923468386860351,50,0,135,12,453,-0.03771600133326861,20,137,32,283,0.6656111719841034,4,736,31,932,-0.0786424442958911,0,51,8,325,0.3869979426021224,25,76,42,194,0.7031531033973383,1,189,38,501,-0.024799256412112235
0.0,-9.32777214050293,226.6320343017578,0.0001288049534196034,57.26028060913086,0.02637571655213833,0.009890089742839336,11.102935791015625,780,0,226,0,0,18,994,3,726,371,60,390,1,1,781,1,995,-0.02070445997193203,0,1,0,4,-0.0009886116388882458,0,227,0,727,-0.03191646060180373,0,1,0,372,-0.01588399034549403,0,1,1,61,0.9972791051338976,0,19,0,391,-0.014905573867695312,0,0,780,0,994,,0,0,0,3,,0,226,0,726,,0,0,0,371,,0,0,0,60,,0,18,0,390,
0.0,0.40864241123199463,67.22200012207031,4.5228271484375,16.9753360748291,0.45889005064964294,1.1924772262573242,2.3556768894195557,703,65,87,13,10,146,522,106,473,228,142,377,101,8,804,27,623,-0.08661756899322194,63,166,95,207,0.9035289040891243,2,188,28,574,-0.07573497759232974,5,114,29,329,0.49441508324155364,10,111,62,243,0.6525369662139167,13,247,80,478,-0.026966246994559132,84,1,787,13,606,-0.08683080220092589,62,149,84,190,0.9213009792728921,1,171,20,557,-0.07610709092948963,5,97,20,312,0.46878042808028003,10,94,57,226,0.6346248009008641,5,230,66,461,-0.028904157501213952
0.0,0.6476707458496094,21.56324005126953,4.176006317138672,11.74718952178955,3.5911195278167725,3.0529420375823975,6.244814872741699,464,104,72,48,37,299,454,251,435,346,199,527,245,8,709,40,699,-0.11309985662853268,96,349,201,496,0.7915631060690549,13,317,46,680,-0.1143745546221677,46,293,109,591,0.7096369647715453,31,282,111,444,0.6063389761404536,51,544,212,772,-0.04907289271995211,186,1,650,20,640,-0.1097474518891141,93,290,158,437,0.8096329553841393,3,258,23,621,-0.11142295416779815,46,234,80,532,0.7189542541762249,31,223,93,385,0.5518764367998836,12,485,161,713,-0.06762630466433939
0.0,-6.091384410858154,70.61294555664062,0.0004359036684036255,76.29326629638672,0.0245121531188488,0.00033893733052536845,1.588484525680542,354,1,638,0,0,31,912,28,979,359,32,166,1,1,355,1,913,-0.02540526172286974,0,2,0,29,-0.001202869965111584,0,639,0,980,-0.04520645337030527,0,1,1,360,0.003925626961039904,0,1,0,33,-0.0037258605039679517,0,32,0,167,-0.008534778216269188,1,1,355,1,913,-0.025405261722869575,0,2,0,29,-0.0012028699651115379,0,639,0,980,-0.04520645337030491,0,1,1,360,0.003925626961039804,0,1,0,33,-0.0037258605039679465,0,32,0,167,-0.008534778216269174
0.0,-0.6186684370040894,0.06593947112560272,0.0,0.06930113583803177,0.001336238463409245,0.00017916718206834048,0.3321857452392578,847,0,47,0,0,130,63,0,176,40,92,175,0,0,847,0,63,,0,0,0,0,,0,47,0,176,,0,0,0,40,,0,0,0,92,,0,130,0,175,,0,0,847,0,63,,0,0,0,0,,0,47,0,176,,0,0,0,40,,0,0,0,92,,0,130,0,175,
0.0,-0.9239251017570496,0.055250637233257294,2.6830355636775494e-05,0.6414613723754883,0.00259581720456481,0.0005563162267208099,0.7311144471168518,594,0,146,0,0,284,113,19,402,180,209,452,0,0,594,0,113,,0,0,0,19,,0,146,0,402,,0,0,0,180,,0,0,0,209,,0,284,0,452,,0,0,594,0,113,,0,0,0,19,,0,146,0,402,,0,0,0,180,,0,0,0,209,,0,284,0,452,
0.0,-2.0376062393188477,0.054819922894239426,5.0740450063813114e-08,7.191545486450195,0.005536402575671673,0.00015049413195811212,3.599801540374756,574,0,263,0,0,187,134,1,440,229,73,477,0,0,574,0,134,,0,0,0,1,,0,263,0,440,,0,0,0,229,,0,0,0,73,,0,187,0,477,,0,0,574,0,134,,0,0,0,1,,0,263,0,440,,0,0,0,229,,0,0,0,73,,0,187,0,477,
0.0,-2.600428819656372,0.9173884987831116,0.0,1.0752543210983276,0.004045413341373205,0.0006138454773463309,6.3184380531311035,456,0,96,0,0,472,201,0,417,178,182,575,3,0,459,3,204,0.012091589724343018,0,3,0,3,,2,99,3,420,0.054698959899483146,0,3,3,181,0.7401357266942032,0,3,0,185,-0.004673531541382803,1,475,2,578,-0.009543852584235419,0,0,456,0,201,,0,0,0,0,,0,96,0,417,,0,0,0,178,,0,0,0,182,,0,472,0,575,
0.0,-1.09928560256958,0.14918537437915802,0.0368819534778595,1.4011108875274658,0.017537979409098625,0.0048161456361413,1.2202967405319214,666,11,174,3,2,168,105,17,370,183,142,332,11,2,677,11,116,0.06340645686138328,4,22,8,28,0.7374301884824229,0,185,11,381,-0.004962996198002943,1,14,3,194,0.31949965053754764,2,13,5,153,0.25446200870321284,2,179,7,343,0.03943352685090591,5,0,671,5,110,0.020839376340333362,2,16,4,22,0.57663219551113,0,179,5,375,-0.012651220469545803,1,8,2,188,0.6219146625194915,2,7,3,147,0.3198181806345712,0,173,3,337,-0.012346449003661103
